type	model	RE	success
BMA	BMA	0.03884989063	TRUE
BMA	BMA	0.02268814714	TRUE
BMA	BMA	0.02841210343	TRUE
BMA	BMA	0.002249493694	TRUE
BMA	BMA	2.22E-05	TRUE
BMA	BMA	0.06738719075	TRUE
BMA	BMA	0.02839719294	FALSE
BMA	BMA	0.01688241335	TRUE
BMA	BMA	0.01453594836	TRUE
BMA	BMA	0.004684399047	TRUE
BMA	BMA	0.04093471579	TRUE
BMA	BMA	0.0425027643	TRUE
BMA	BMA	0.004216517934	TRUE
BMA	BMA	0.01958316702	FALSE
BMA	BMA	0.02381422904	TRUE
BMA	BMA	0.03027198461	TRUE
BMA	BMA	0.01868367994	TRUE
BMA	BMA	0.02231413486	FALSE
BMA	BMA	0.05514192981	TRUE
BMA	BMA	0.03819506687	TRUE
BMA	BMA	0.03381543395	TRUE
BMA	BMA	0.04299633764	FALSE
BMA	BMA	0.02833994695	TRUE
BMA	BMA	0.001817863097	TRUE
BMA	BMA	0.04890928739	FALSE
BMA	BMA	0.001886606471	TRUE
BMA	BMA	0.04176887546	TRUE
BMA	BMA	0.009988599965	TRUE
BMA	BMA	0.009948268639	TRUE
BMA	BMA	0.01984788391	FALSE
BMA	BMA	0.01916974659	TRUE
BMA	BMA	0.006916005722	TRUE
BMA	BMA	0.04419255785	TRUE
BMA	BMA	0.01923998896	TRUE
BMA	BMA	0.02697088803	TRUE
BMA	BMA	0.02461396445	TRUE
BMA	BMA	0.02085647314	TRUE
BMA	BMA	0.01341904622	TRUE
BMA	BMA	0.04296592746	TRUE
BMA	BMA	0.0287152011	FALSE
BMA	BMA	0.003440732267	TRUE
BMA	BMA	0.04980169517	TRUE
BMA	BMA	0.02760485022	TRUE
BMA	BMA	0.01024714812	TRUE
BMA	BMA	0.03918832301	FALSE
BMA	BMA	0.000225442718	TRUE
BMA	BMA	0.03765686538	TRUE
BMA	BMA	0.09220624959	FALSE
BMA	BMA	0.00203166995	TRUE
BMA	BMA	0.004326129028	TRUE
BMA	BMA	0.02080118611	FALSE
BMA	BMA	0.04458185402	FALSE
BMA	BMA	0.006038721045	TRUE
BMA	BMA	0.03710761838	TRUE
BMA	BMA	0.03245650283	TRUE
BMA	BMA	0.01516382655	TRUE
BMA	BMA	0.03889030018	FALSE
BMA	BMA	0.005409484977	TRUE
BMA	BMA	0.02610757962	FALSE
BMA	BMA	0.0125722624	FALSE
BMA	BMA	0.0192226199	TRUE
BMA	BMA	0.01881689604	FALSE
BMA	BMA	0.02738652339	TRUE
BMA	BMA	0.03100260149	FALSE
BMA	BMA	0.03187403251	TRUE
BMA	BMA	0.02684601223	FALSE
BMA	BMA	0.03159990076	TRUE
BMA	BMA	0.01284343094	FALSE
BMA	BMA	0.01184890152	TRUE
BMA	BMA	0.01262723073	FALSE
BMA	BMA	0.03607315	TRUE
BMA	BMA	0.03788296649	TRUE
BMA	BMA	0.01690980946	TRUE
BMA	BMA	0.004369318309	TRUE
BMA	BMA	0.07239569831	TRUE
BMA	BMA	0.02261690363	TRUE
BMA	BMA	0.04196521909	TRUE
BMA	BMA	0.0395006906	TRUE
BMA	BMA	0.01227772447	TRUE
BMA	BMA	0.02938693348	TRUE
BMA	BMA	0.04611310325	TRUE
BMA	BMA	0.03598121281	TRUE
BMA	BMA	0.01586048192	TRUE
BMA	BMA	0.0621467189	FALSE
BMA	BMA	0.02180696384	TRUE
BMA	BMA	0.008802901846	TRUE
BMA	BMA	0.04648052552	TRUE
BMA	BMA	0.07326064358	FALSE
BMA	BMA	0.0494798968	TRUE
