type	model	precision	recall	F1
Logit	Logit4	0.632911392405	0.352112676056338	0.452488687782805
Logit	Logit4	0.616071428571	0.485915492957746	0.543307086614173
Logit	Logit4	0.386138613861	0.274647887323943	0.320987654320987
Logit	Logit4	0.607142857143	0.239436619718309	0.343434343434343
Logit	Logit4	0.564356435644	0.401408450704225	0.469135802469135
Logit	Logit4	0.512820512821	0.281690140845070	0.363636363636363
Logit	Logit4	0.566037735849	0.422535211267605	0.483870967741935
Logit	Logit4	0.673267326733	0.478873239436619	0.559670781893004
Logit	Logit4	0.490000000000	0.345070422535211	0.404958677685950
Logit	Logit4	0.530612244898	0.366197183098591	0.433333333333333
Logit	Logit4	0.608695652174	0.394366197183098	0.478632478632478
Logit	Logit4	0.605504587156	0.464788732394366	0.525896414342629
Logit	Logit4	0.478723404255	0.316901408450704	0.381355932203389
Logit	Logit4	0.551282051282	0.302816901408450	0.390909090909090
Logit	Logit4	0.561224489796	0.387323943661971	0.458333333333333
Logit	Logit4	0.500000000000	0.246478873239436	0.330188679245283
Logit	Logit4	0.543689320388	0.394366197183098	0.457142857142857
Logit	Logit4	0.485436893204	0.352112676056338	0.408163265306122
Logit	Logit4	0.571428571429	0.450704225352112	0.503937007874015
Logit	Logit4	0.484848484848	0.338028169014084	0.398340248962655
Logit	Logit4	0.562500000000	0.443661971830985	0.496062992125984
Logit	Logit4	0.551724137931	0.338028169014084	0.419213973799126
Logit	Logit5	0.639175257732	0.436619718309859	0.518828451882845
Logit	Logit5	0.600000000000	0.359154929577464	0.449339207048458
Logit	Logit5	0.634408602151	0.415492957746478	0.502127659574468
Logit	Logit5	0.600000000000	0.359154929577464	0.449339207048458
Logit	Logit5	0.592592592593	0.450704225352112	0.512000000000000
Logit	Logit5	0.634408602151	0.415492957746478	0.502127659574468
Logit	Logit5	0.653465346535	0.464788732394366	0.543209876543209
Logit	Logit5	0.625000000000	0.422535211267605	0.504201680672268
Logit	Logit5	0.603960396040	0.429577464788732	0.502057613168724
Logit	Logit5	0.637500000000	0.359154929577464	0.459459459459459
Logit	Logit5	0.629629629630	0.359154929577464	0.457399103139013
Logit	Logit5	0.586538461538	0.429577464788732	0.495934959349593
Logit	Logit5	0.625000000000	0.352112676056338	0.450450450450450
Logit	Logit5	0.625000000000	0.457746478873239	0.528455284552845
Logit	Logit5	0.592592592593	0.450704225352112	0.512000000000000
Logit	Logit5	0.588235294118	0.422535211267605	0.491803278688524
Logit	Logit5	0.610000000000	0.429577464788732	0.504132231404958
Logit	Logit5	0.592233009709	0.429577464788732	0.497959183673469
Logit	Logit5	0.577981651376	0.443661971830985	0.501992031872510
Logit	Logit5	0.569892473118	0.373239436619718	0.451063829787234
Logit	Logit5	0.603174603175	0.267605633802816	0.370731707317073
Logit	Logit5	0.577319587629	0.394366197183098	0.468619246861924
Logit	Logit5	0.604651162791	0.366197183098591	0.456140350877193
Logit	Logit5	0.602040816327	0.415492957746478	0.491666666666666
Logit	Logit5	0.577319587629	0.394366197183098	0.468619246861924
Logit	Logit5	0.587628865979	0.401408450704225	0.476987447698744
Logit	Logit5	0.574468085106	0.380281690140845	0.457627118644067
Logit	Logit5	0.584905660377	0.436619718309859	0.500000000000000
Logit	Logit5	0.583333333333	0.394366197183098	0.470588235294117
Logit	Logit5	0.607142857143	0.478873239436619	0.535433070866141
Logit	Logit5	0.574074074074	0.436619718309859	0.495999999999999
Logit	Logit5	0.620689655172	0.253521126760563	0.360000000000000
Logit	Logit5	0.564356435644	0.401408450704225	0.469135802469135
Logit	Logit5	0.569892473118	0.373239436619718	0.451063829787234
Logit	Logit5	0.569892473118	0.373239436619718	0.451063829787234
Logit	Logit5	0.629213483146	0.394366197183098	0.484848484848484
Logit	Logit5	0.626262626263	0.436619718309859	0.514522821576763
Logit	Logit5	0.627906976744	0.380281690140845	0.473684210526315
Logit	Logit5	0.592592592593	0.450704225352112	0.512000000000000
Logit	Logit5	0.604395604396	0.387323943661971	0.472103004291845
Logit	Logit5	0.532258064516	0.232394366197183	0.323529411764705
Logit	Logit5	0.548387096774	0.359154929577464	0.434042553191489
Logit	Logit5	0.560975609756	0.323943661971831	0.410714285714285
Logit	Logit5	0.585585585586	0.457746478873239	0.513833992094861
Logit	Logit5	0.543689320388	0.394366197183098	0.457142857142857
Logit	Logit5	0.637500000000	0.359154929577464	0.459459459459459
Logit	Logit5	0.612500000000	0.345070422535211	0.441441441441441
Logit	Logit5	0.592233009709	0.429577464788732	0.497959183673469
Logit	Logit5	0.642857142857	0.380281690140845	0.477876106194690
Logit	Logit5	0.613207547170	0.457746478873239	0.524193548387096
Logit	Logit5	0.574074074074	0.436619718309859	0.495999999999999
Logit	Logit5	0.636363636364	0.246478873239436	0.355329949238578
Logit	Logit5	0.607476635514	0.457746478873239	0.522088353413654
Logit	Logit5	0.557894736842	0.373239436619718	0.447257383966244
Logit	Logit5	0.605769230769	0.443661971830985	0.512195121951219
Logit	Logit5	0.663265306122	0.457746478873239	0.541666666666666
Logit	Logit5	0.531914893617	0.352112676056338	0.423728813559322
Logit	Logit5	0.562500000000	0.380281690140845	0.453781512605042
Logit	Logit5	0.608695652174	0.394366197183098	0.478632478632478
Logit	Logit5	0.579439252336	0.436619718309859	0.497991967871486
Logit	Logit5	0.547368421053	0.366197183098591	0.438818565400843
Logit	Logit5	0.512195121951	0.295774647887323	0.375000000000000
Logit	Logit5	0.540000000000	0.380281690140845	0.446280991735537
Logit	Logit5	0.522222222222	0.330985915492957	0.405172413793103
Logit	Logit5	0.530000000000	0.373239436619718	0.438016528925619
Logit	Logit5	0.485714285714	0.359154929577464	0.412955465587044
Logit	Logit5	0.592920353982	0.471830985915492	0.525490196078431
Logit	Logit5	0.557894736842	0.373239436619718	0.447257383966244
Logit	Logit5	0.596330275229	0.457746478873239	0.517928286852589
Logit	Logit5	0.515789473684	0.345070422535211	0.413502109704641
Logit	Logit5	0.578431372549	0.415492957746478	0.483606557377049
Logit	Logit5	0.647619047619	0.478873239436619	0.550607287449392
Logit	Logit5	0.532110091743	0.408450704225352	0.462151394422310
Logit	Logit5	0.561904761905	0.415492957746478	0.477732793522267
Logit	Logit5	0.632653061224	0.436619718309859	0.516666666666666
Logit	Logit5	0.614457831325	0.359154929577464	0.453333333333333
Logit	Logit5	0.547368421053	0.366197183098591	0.438818565400843
Logit	Logit5	0.638297872340	0.422535211267605	0.508474576271186
Logit	Logit5	0.616822429907	0.464788732394366	0.530120481927710
Logit	Logit5	0.547945205479	0.281690140845070	0.372093023255813
Logit	Logit5	0.644230769231	0.471830985915492	0.544715447154471
Logit	Logit5	0.551401869159	0.415492957746478	0.473895582329317
Logit	Logit5	0.556603773585	0.415492957746478	0.475806451612903
Logit	Logit5	0.632075471698	0.471830985915492	0.540322580645161
Logit	Logit5	0.612068965517	0.500000000000000	0.550387596899224
Logit	Logit5	0.476190476190	0.352112676056338	0.404858299595141
Logit	Logit5	0.646341463415	0.373239436619718	0.473214285714285
Logit	Logit5	0.600000000000	0.443661971830985	0.510121457489878
Logit	Logit5	0.565217391304	0.366197183098591	0.444444444444444
Logit	Logit5	0.590476190476	0.436619718309859	0.502024291497975
Logit	Logit5	0.644230769231	0.471830985915492	0.544715447154471
Logit	Logit5	0.560000000000	0.394366197183098	0.462809917355371
Logit	Logit5	0.582524271845	0.422535211267605	0.489795918367346
Logit	Logit5	0.607843137255	0.436619718309859	0.508196721311475
Logit	Logit5	0.606837606838	0.500000000000000	0.548262548262548
Logit	Logit5	0.543689320388	0.394366197183098	0.457142857142857
Logit	Logit5	0.571428571429	0.394366197183098	0.466666666666666
Logit	Logit5	0.580952380952	0.429577464788732	0.493927125506072
Logit	Logit5	0.518987341772	0.288732394366197	0.371040723981900
Logit	Logit5	0.572815533981	0.415492957746478	0.481632653061224
Logit	Logit5	0.585106382979	0.387323943661971	0.466101694915254
Logit	Logit5	0.613445378151	0.514084507042253	0.559386973180076
Logit	Logit5	0.555555555556	0.422535211267605	0.480000000000000
Logit	Logit5	0.610169491525	0.507042253521126	0.553846153846154
Logit	Logit5	0.525773195876	0.359154929577464	0.426778242677824
Logit	Logit5	0.653465346535	0.464788732394366	0.543209876543209
Logit	Logit5	0.577777777778	0.366197183098591	0.448275862068965
Logit	Logit5	0.568627450980	0.408450704225352	0.475409836065573
Logit	Logit5	0.620000000000	0.436619718309859	0.512396694214876
Logit	Logit5	0.614035087719	0.492957746478873	0.546875000000000
Logit	Logit5	0.489795918367	0.338028169014084	0.400000000000000
Logit	Logit5	0.577777777778	0.366197183098591	0.448275862068965
Logit	Logit5	0.586538461538	0.429577464788732	0.495934959349593
Logit	Logit5	0.506172839506	0.288732394366197	0.367713004484304
Logit	Logit5	0.561904761905	0.415492957746478	0.477732793522267
Logit	Logit5	0.632911392405	0.352112676056338	0.452488687782805
Logit	Logit5	0.612612612613	0.478873239436619	0.537549407114624
Logit	Logit5	0.550000000000	0.387323943661971	0.454545454545454
Logit	Logit5	0.625000000000	0.492957746478873	0.551181102362204
Logit	Logit5	0.571428571429	0.422535211267605	0.485829959514170
Logit	Logit5	0.673267326733	0.478873239436619	0.559670781893004
Logit	Logit5	0.633027522936	0.485915492957746	0.549800796812749
Logit	Logit5	0.514851485149	0.366197183098591	0.427983539094650
Logit	Logit5	0.600000000000	0.464788732394366	0.523809523809523
Logit	Logit5	0.554455445545	0.394366197183098	0.460905349794238
Logit	Logit5	0.571428571429	0.450704225352112	0.503937007874015
Logit	Logit6	0.628865979381	0.429577464788732	0.510460251046025
Logit	Logit6	0.632075471698	0.471830985915492	0.540322580645161
Logit	Logit6	0.645833333333	0.436619718309859	0.521008403361344
Logit	Logit6	0.605769230769	0.443661971830985	0.512195121951219
Logit	Logit6	0.635416666667	0.429577464788732	0.512605042016806
Logit	Logit6	0.583333333333	0.345070422535211	0.433628318584070
Logit	Logit6	0.592233009709	0.429577464788732	0.497959183673469
Logit	Logit6	0.630434782609	0.408450704225352	0.495726495726495
Logit	Logit6	0.637254901961	0.457746478873239	0.532786885245901
Logit	Logit6	0.587155963303	0.450704225352112	0.509960159362549
Logit	Logit6	0.653465346535	0.464788732394366	0.543209876543209
Logit	Logit6	0.638297872340	0.422535211267605	0.508474576271186
Logit	Logit6	0.591836734694	0.408450704225352	0.483333333333333
Logit	Logit6	0.653465346535	0.464788732394366	0.543209876543209
Logit	Logit6	0.612068965517	0.500000000000000	0.550387596899224
Logit	Logit6	0.611650485437	0.443661971830985	0.514285714285714
Logit	Logit6	0.617283950617	0.352112676056338	0.448430493273542
Logit	Logit6	0.617647058824	0.443661971830985	0.516393442622950
Logit	Logit6	0.605769230769	0.443661971830985	0.512195121951219
Logit	Logit6	0.628571428571	0.464788732394366	0.534412955465587
Logit	Logit6	0.633663366337	0.450704225352112	0.526748971193415
Logit	Logit6	0.576923076923	0.422535211267605	0.487804878048780
Logit	Logit6	0.580952380952	0.429577464788732	0.493927125506072
Logit	Logit6	0.603960396040	0.429577464788732	0.502057613168724
Logit	Logit6	0.609090909091	0.471830985915492	0.531746031746031
Logit	Logit6	0.574074074074	0.436619718309859	0.495999999999999
Logit	Logit6	0.569892473118	0.373239436619718	0.451063829787234
Logit	Logit6	0.571428571429	0.422535211267605	0.485829959514170
Logit	Logit6	0.583333333333	0.394366197183098	0.470588235294117
Logit	Logit6	0.597938144330	0.408450704225352	0.485355648535564
Logit	Logit6	0.577319587629	0.394366197183098	0.468619246861924
Logit	Logit6	0.619469026549	0.492957746478873	0.549019607843137
Logit	Logit6	0.580952380952	0.429577464788732	0.493927125506072
Logit	Logit6	0.616071428571	0.485915492957746	0.543307086614173
Logit	Logit6	0.555555555556	0.387323943661971	0.456431535269709
Logit	Logit6	0.627450980392	0.450704225352112	0.524590163934426
Logit	Logit6	0.634408602151	0.415492957746478	0.502127659574468
Logit	Logit6	0.596330275229	0.457746478873239	0.517928286852589
Logit	Logit6	0.642857142857	0.443661971830985	0.525000000000000
Logit	Logit6	0.619047619048	0.457746478873239	0.526315789473684
Logit	Logit6	0.598214285714	0.471830985915492	0.527559055118110
Logit	Logit6	0.593406593407	0.380281690140845	0.463519313304721
Logit	Logit6	0.592592592593	0.450704225352112	0.512000000000000
Logit	Logit6	0.561224489796	0.387323943661971	0.458333333333333
Logit	Logit6	0.607476635514	0.457746478873239	0.522088353413654
Logit	Logit6	0.642857142857	0.380281690140845	0.477876106194690
Logit	Logit6	0.618181818182	0.478873239436619	0.539682539682539
Logit	Logit6	0.605504587156	0.464788732394366	0.525896414342629
Logit	Logit6	0.628571428571	0.464788732394366	0.534412955465587
Logit	Logit6	0.596330275229	0.457746478873239	0.517928286852589
Logit	Logit6	0.663265306122	0.457746478873239	0.541666666666666
Logit	Logit6	0.618181818182	0.478873239436619	0.539682539682539
Logit	Logit6	0.552083333333	0.373239436619718	0.445378151260504
Logit	Logit6	0.579439252336	0.436619718309859	0.497991967871486
